"sales_month","kind_of_business","sales","Pct_Yearly"
"2005-07-01","Women's clothing stores","2741.00","7.393122"
"2005-08-01","Women's clothing stores","2871.00","7.743763"
"2005-09-01","Women's clothing stores","2963.00","7.991908"
"2005-10-01","Women's clothing stores","3120.00","8.415374"
"2005-11-01","Women's clothing stores","3342.00","9.014160"
"2005-12-01","Women's clothing stores","4756.00","12.828051"
"2006-01-01","Women's clothing stores","2518.00","6.488186"
"2006-02-01","Women's clothing stores","2518.00","6.488186"
"2006-03-01","Women's clothing stores","3194.00","8.230050"
"2006-04-01","Women's clothing stores","3379.00","8.706743"
"2006-05-01","Women's clothing stores","3340.00","8.606251"
"2006-06-01","Women's clothing stores","3183.00","8.201706"
"2006-07-01","Women's clothing stores","2923.00","7.531758"
"2006-08-01","Women's clothing stores","2960.00","7.627097"
"2006-09-01","Women's clothing stores","3164.00","8.152748"
"2006-10-01","Women's clothing stores","3197.00","8.237780"
"2006-11-01","Women's clothing stores","3414.00","8.796929"
"2006-12-01","Women's clothing stores","5019.00","12.932567"
"2007-01-01","Women's clothing stores","2639.00","6.549362"
"2007-02-01","Women's clothing stores","2694.00","6.685859"
"2007-03-01","Women's clothing stores","3499.00","8.683675"
"2007-04-01","Women's clothing stores","3531.00","8.763091"
"2007-05-01","Women's clothing stores","3760.00","9.331414"
"2007-06-01","Women's clothing stores","3412.00","8.467762"
"2007-07-01","Women's clothing stores","2770.00","6.874473"
"2007-08-01","Women's clothing stores","3205.00","7.954038"
"2007-09-01","Women's clothing stores","3177.00","7.884549"
"2007-10-01","Women's clothing stores","3306.00","8.204695"
"2007-11-01","Women's clothing stores","3598.00","8.929369"
"2007-12-01","Women's clothing stores","4703.00","11.671713"
"2008-01-01","Women's clothing stores","2519.00","6.559554"
"2008-02-01","Women's clothing stores","2763.00","7.194938"
"2008-03-01","Women's clothing stores","3392.00","8.832873"
"2008-04-01","Women's clothing stores","3439.00","8.955263"
"2008-05-01","Women's clothing stores","3603.00","9.382324"
"2008-06-01","Women's clothing stores","3149.00","8.200094"
"2008-07-01","Women's clothing stores","2972.00","7.739180"
"2008-08-01","Women's clothing stores","3144.00","8.187074"
"2008-09-01","Women's clothing stores","3064.00","7.978751"
"2008-10-01","Women's clothing stores","3071.00","7.996979"
"2008-11-01","Women's clothing stores","3242.00","8.442269"
"2008-12-01","Women's clothing stores","4044.00","10.530702"
"2009-01-01","Women's clothing stores","2285.00","6.337540"
"2009-02-01","Women's clothing stores","2424.00","6.723062"
"2009-03-01","Women's clothing stores","2953.00","8.190265"
"2009-04-01","Women's clothing stores","3264.00","9.052836"
"2009-05-01","Women's clothing stores","3280.00","9.097213"
"2009-06-01","Women's clothing stores","2894.00","8.026626"
"2009-07-01","Women's clothing stores","2716.00","7.532936"
"2009-08-01","Women's clothing stores","2942.00","8.159756"
"2009-09-01","Women's clothing stores","2939.00","8.151435"
"2009-10-01","Women's clothing stores","3095.00","8.584108"
"2009-11-01","Women's clothing stores","3189.00","8.844820"
"2009-12-01","Women's clothing stores","4074.00","11.299404"
"2010-01-01","Women's clothing stores","2304.00","6.113027"
"2010-02-01","Women's clothing stores","2480.00","6.579995"
"2010-03-01","Women's clothing stores","3293.00","8.737066"
"2010-04-01","Women's clothing stores","3334.00","8.845848"
"2010-05-01","Women's clothing stores","3308.00","8.776864"
"2010-06-01","Women's clothing stores","2995.00","7.946405"
"2010-07-01","Women's clothing stores","2847.00","7.553728"
"2010-08-01","Women's clothing stores","2960.00","7.853542"
"2010-09-01","Women's clothing stores","3061.00","8.121518"
"2010-10-01","Women's clothing stores","3214.00","8.527461"
"2010-11-01","Women's clothing stores","3454.00","9.164235"
"2010-12-01","Women's clothing stores","4440.00","11.780313"
"2011-01-01","Women's clothing stores","2345.00","5.855473"
"2011-02-01","Women's clothing stores","2753.00","6.874251"
"2011-03-01","Women's clothing stores","3449.00","8.612165"
"2011-04-01","Women's clothing stores","3582.00","8.944267"
"2011-05-01","Women's clothing stores","3508.00","8.759489"
"2011-06-01","Women's clothing stores","3285.00","8.202657"
"2011-07-01","Women's clothing stores","3060.00","7.640831"
"2011-08-01","Women's clothing stores","3027.00","7.558430"
"2011-09-01","Women's clothing stores","3301.00","8.242609"
"2011-10-01","Women's clothing stores","3297.00","8.232621"
"2011-11-01","Women's clothing stores","3625.00","9.051638"
"2011-12-01","Women's clothing stores","4816.00","12.025569"
"2012-01-01","Women's clothing stores","2544.00","6.086998"
"2012-02-01","Women's clothing stores","3036.00","7.264201"
"2012-03-01","Women's clothing stores","3840.00","9.187922"
"2012-04-01","Women's clothing stores","3592.00","8.594535"
"2012-05-01","Women's clothing stores","3693.00","8.836197"
"2012-06-01","Women's clothing stores","3374.00","8.072929"
"2012-07-01","Women's clothing stores","3094.00","7.402977"
"2012-08-01","Women's clothing stores","3284.00","7.857587"
"2012-09-01","Women's clothing stores","3339.00","7.989185"
"2012-10-01","Women's clothing stores","3482.00","8.331339"
"2012-11-01","Women's clothing stores","3823.00","9.147246"
"2012-12-01","Women's clothing stores","4693.00","11.228885"
"2013-01-01","Women's clothing stores","2664.00","6.375188"
"2013-02-01","Women's clothing stores","2806.00","6.715007"
"2013-03-01","Women's clothing stores","3733.00","8.933400"
"2013-04-01","Women's clothing stores","3511.00","8.402135"
"2013-05-01","Women's clothing stores","3744.00","8.959724"
"2013-06-01","Women's clothing stores","3273.00","7.832580"
"2013-07-01","Women's clothing stores","3184.00","7.619595"
"2013-08-01","Women's clothing stores","3484.00","8.337521"
"2013-09-01","Women's clothing stores","3293.00","7.880441"
"2013-10-01","Women's clothing stores","3515.00","8.411707"
"2013-11-01","Women's clothing stores","3830.00","9.165530"
"2013-12-01","Women's clothing stores","4750.00","11.367172"
"2014-01-01","Women's clothing stores","2469.00","5.938665"
"2014-02-01","Women's clothing stores","2823.00","6.790138"
"2014-03-01","Women's clothing stores","3548.00","8.533975"
"2014-04-01","Women's clothing stores","3603.00","8.666266"
"2014-05-01","Women's clothing stores","3774.00","9.077571"
"2014-06-01","Women's clothing stores","3183.00","7.656043"
"2014-07-01","Women's clothing stores","3178.00","7.644017"
"2014-08-01","Women's clothing stores","3455.00","8.310283"
"2014-09-01","Women's clothing stores","3247.00","7.809982"
"2014-10-01","Women's clothing stores","3484.00","8.380036"
"2014-11-01","Women's clothing stores","3859.00","9.282020"
"2014-12-01","Women's clothing stores","4952.00","11.911004"
"2015-01-01","Women's clothing stores","2512.00","6.117131"
"2015-02-01","Women's clothing stores","2762.00","6.725922"
"2015-03-01","Women's clothing stores","3545.00","8.632656"
"2015-04-01","Women's clothing stores","3458.00","8.420796"
"2015-05-01","Women's clothing stores","3746.00","9.122123"
"2015-06-01","Women's clothing stores","3231.00","7.868014"
"2015-07-01","Women's clothing stores","3181.00","7.746256"
"2015-08-01","Women's clothing stores","3383.00","8.238159"
"2015-09-01","Women's clothing stores","3164.00","7.704858"
"2015-10-01","Women's clothing stores","3454.00","8.411056"
"2015-11-01","Women's clothing stores","3719.00","9.056374"
"2015-12-01","Women's clothing stores","4910.00","11.956654"
"2016-01-01","Women's clothing stores","2477.00","6.064390"
"2016-02-01","Women's clothing stores","2939.00","7.195495"
"2016-03-01","Women's clothing stores","3659.00","8.958257"
"2016-04-01","Women's clothing stores","3519.00","8.615498"
"2016-05-01","Women's clothing stores","3606.00","8.828498"
"2016-06-01","Women's clothing stores","3240.00","7.932427"
"2016-07-01","Women's clothing stores","3141.00","7.690048"
"2016-08-01","Women's clothing stores","3388.00","8.294773"
"2016-09-01","Women's clothing stores","3170.00","7.761048"
"2016-10-01","Women's clothing stores","3274.00","8.015669"
"2016-11-01","Women's clothing stores","3718.00","9.102705"
"2016-12-01","Women's clothing stores","4714.00","11.541192"
"2017-01-01","Women's clothing stores","2454.00","6.035416"
"2017-02-01","Women's clothing stores","2763.00","6.795376"
"2017-03-01","Women's clothing stores","3485.00","8.571077"
"2017-04-01","Women's clothing stores","3624.00","8.912937"
"2017-05-01","Women's clothing stores","3616.00","8.893261"
"2017-06-01","Women's clothing stores","3341.00","8.216921"
"2017-07-01","Women's clothing stores","3199.00","7.867683"
"2017-08-01","Women's clothing stores","3293.00","8.098869"
"2017-09-01","Women's clothing stores","3122.00","7.678308"
"2017-10-01","Women's clothing stores","3299.00","8.113625"
"2017-11-01","Women's clothing stores","3774.00","9.281849"
"2017-12-01","Women's clothing stores","4690.00","11.534678"
"2018-01-01","Women's clothing stores","2391.00","5.807204"
"2018-02-01","Women's clothing stores","2721.00","6.608700"
"2018-03-01","Women's clothing stores","3545.00","8.610011"
"2018-04-01","Women's clothing stores","3429.00","8.328273"
"2018-05-01","Women's clothing stores","3805.00","9.241493"
"2018-06-01","Women's clothing stores","3298.00","8.010104"
"2018-07-01","Women's clothing stores","3208.00","7.791514"
"2018-08-01","Women's clothing stores","3373.00","8.192262"
"2018-09-01","Women's clothing stores","3178.00","7.718651"
"2018-10-01","Women's clothing stores","3521.00","8.551721"
"2018-11-01","Women's clothing stores","4157.00","10.096422"
"2018-12-01","Women's clothing stores","4547.00","11.043645"
"2019-01-01","Women's clothing stores","2511.00","6.145224"
"2019-02-01","Women's clothing stores","2680.00","6.558821"
"2019-03-01","Women's clothing stores","3585.00","8.773647"
"2019-04-01","Women's clothing stores","3604.00","8.820146"
"2019-05-01","Women's clothing stores","3807.00","9.316953"
"2019-06-01","Women's clothing stores","3272.00","8.007636"
"2019-07-01","Women's clothing stores","3261.00","7.980715"
"2019-08-01","Women's clothing stores","3325.00","8.137344"
"2019-09-01","Women's clothing stores","3080.00","7.537750"
"2019-10-01","Women's clothing stores","3390.00","8.296420"
"2019-11-01","Women's clothing stores","3850.00","9.422187"
"2019-12-01","Women's clothing stores","4496.00","11.003157"
"2020-01-01","Women's clothing stores","2532.00","9.545352"
"2020-02-01","Women's clothing stores","2797.00","10.544372"
"2020-03-01","Women's clothing stores","1564.00","5.896102"
"2020-04-01","Women's clothing stores","495.00","1.866094"
"2020-05-01","Women's clothing stores","1099.00","4.143105"
"2020-06-01","Women's clothing stores","2027.00","7.641559"
"2020-07-01","Women's clothing stores","2373.00","8.945940"
"2020-08-01","Women's clothing stores","2386.00","8.994948"
"2020-09-01","Women's clothing stores","2494.00","9.402096"
"2020-10-01","Women's clothing stores","2634.00","9.929880"
"2020-11-01","Women's clothing stores","2726.00","10.276710"
"2020-12-01","Women's clothing stores","3399.00","12.813843"
